FNETID,pres,Year,datatype,BCAlbX,BCAlbY,BEC,Elevation,Aspect,Slope,CTI,Rugg9,Tave_sm,MSP,PAS
1598419,1,1997,FS,1023682.19,519760.38,AT,1640,0.005127429,24.52492332,10.9669323,0.03321518,10.1,896,1879
1598420,1,1996,FS,1023776.34,519784.17,AT,1681,-0.108842857,18.04421806,11.02503872,0.036429133,9.6,464,1463
1598420,1,1997,FS,1023778.557,519733.686,AT,1681,-0.133080781,22.54231453,10.78277111,0.0394013,9.9,903,1934
1598612,0,1999,NA,1042976.612,519741.027,MH,1461,0.631067932,26.94674301,11.27320671,0.02380164,9.9,477,1840
1600354,0,1996,NA,1009176.612,519641.027,MH,1224,-0.995692909,13.34415054,11.34232044,0.095475845,11.8,356,976
1600404,0,1998,NA,1014176.612,519641.027,AT,1578,-0.92706424,25.01202583,9.798086166,0.101403318,11.1,327,1032
1600606,0,2006,NA,1034376.612,519641.027,MH,1016,-0.20998843,10.01122761,11.14426613,0.025012357,13,194,473
1600651,0,2004,NA,1038876.612,519641.027,AT,1449,-0.00450275,45.32067871,11.20646286,0.114764646,11.6,595,852
1600695,1,1997,FS,1043273.05,519689.79,AT,1544,0.689713061,18.57193756,10.99415302,0.025128024,10.2,782,2183
1600696,1,1998,FS,1043354.64,519653.06,AT,1570,0.181145594,15.61612988,11.40434647,0.029568424,11.1,348,1198
1600697,1,1997,FS,1043484.81,519603.3,AT,1587,0.203183174,5.683938026,10.48506069,0.037584942,10,782,2243
1600697,1,1998,FS,1043431.35,519687.18,AT,1586,0,3.072532654,10.77952576,0.039344035,11,348,1216
1600698,1,1998,FS,1043571.5,519687.84,AT,1586,0,3.460286856,12.01599693,0.044813555,11,349,1216
1602579,1,1996,FS,1023665.24,519559.62,AT,1658,-0.268311352,26.50190353,10.69011402,0.042934842,9.7,465,1441
1602618,0,2007,NA,1027576.612,519541.027,AT,1454,-0.998173475,26.66002846,11.26268291,0.070013255,11,405,1396
1602747,0,2008,NA,1040476.612,519541.027,AT,1388,-0.220175877,26.03590584,11.53617382,0.090549231,9.8,428,1165
1602781,0,2005,NA,1043876.612,519541.027,AT,1517,-0.154854879,26.31985855,11.01283073,0.029849771,10.1,574,1345
1604696,0,1998,NA,1027376.612,519441.027,AT,1501,-0.750866055,15.54134655,11.87639999,0.040092375,11.7,312,787
1606659,0,2002,NA,1015676.612,519341.027,MH,1212,0.295771331,40.26054382,12.22244072,0.043147147,12,370,935
1606740,1,1996,FS,1023782.42,519384.26,AT,1719,-0.142460629,16.80097961,10.40787697,0.058429766,9.4,466,1514
1606756,0,1997,NA,1025376.612,519341.027,MH,1380,0.958464921,26.01295662,12.12497616,0.039201807,11.4,813,1459
1608817,1,1996,FS,1023496.18,519282.72,AT,1612,0.057188407,40.90248871,11.12889576,0.040548537,10,463,1384
1608819,1,1996,FS,1023636.52,519278.36,AT,1673,-0.00483622,27.41863823,10.45246983,0.056016333,9.7,467,1462
1608820,1,2004,PUB,1023799.475,519229.968,AT,1734,-0.471774191,7.361392975,10.42780685,0.074140854,10.4,754,1151
1608822,1,2003,PUB,1023937.536,519231.154,AT,1732,-0.998969615,6.283728123,11.18343544,0.065254211,9.5,499,1102
1608861,0,2003,NA,1027876.612,519241.027,AT,1541,0.977772117,15.84990215,11.0125494,0.041189689,10.6,398,769
1609011,0,2005,NA,1042876.612,519241.027,MH,1456,-0.078238681,23.45669174,10.44565582,0.020239465,10.4,576,1297
1609014,1,1997,FS,1043199.54,519279.62,AT,1565,-0.424538076,15.23290157,11.20429611,0.031354081,10.1,783,2226
1610906,1,2005,PUB,1024361.386,519103.598,AT,1666,0.124366976,14.54967976,10.76126671,0.015921416,9.7,641,1321
1611093,1,1998,FS,1043122.21,519112.42,AT,1553,-0.102971114,15.25736332,10.28978348,0.037872881,11.1,348,1194
1611094,1,1995,FS,1043216.94,519097.24,AT,1581,-0.052448995,12.83533955,10.59600735,0.04086718,9.9,460,1605
1612894,0,1996,NA,1015176.612,519041.027,AT,1528,0.967857361,52.40057373,8.971842766,0.110929325,10.3,417,1362
1613175,1,1996,FS,1043280.15,519019.75,AT,1577,-0.40236792,14.04466629,11.69462013,0.049078576,9.9,410,1551
1613275,0,1997,NA,1053276.612,519041.027,MH,945,0,2.779025793,18.81201363,0.016262289,12.5,813,1227
1613300,0,2004,NA,1055776.612,519041.027,MH,1065,0.180832312,13.1644659,12.00414562,0.024656037,13,731,595
1614946,0,1998,NA,1012376.612,518941.027,MH,1174,0.894045889,39.83000946,11.17469501,0.041877463,13.1,294,639
1619005,0,2004,NA,1002276.612,518741.027,MH,1201,-0.765139699,23.49415016,11.02282143,0.084156558,13,675,806
1619403,1,1998,FS,1042083.4,518754.29,AT,1289,-0.749617755,32.2324791,13.56335926,0.064923979,12.3,346,847
1619414,1,1995,FS,1043180.7,518755.61,AT,1619,-0.638076186,11.04835224,10.28406429,0.067537852,9.7,460,1659
1621142,0,2012,NA,1007976.612,518641.027,AT,1541,0.999497235,12.68719864,11.39458466,0.094840817,10.1,402,1686
1621490,1,1999,FS,1042810.69,518674.28,AT,1500,-0.077778533,28.61278534,12.22111988,0.030836035,9.8,478,1913
1621492,1,1997,FS,1042947.06,518591.1,AT,1560,-0.384885043,26.57836723,9.902903557,0.041171134,10.1,786,2244
1621493,1,1998,FS,1043088.11,518618.81,AT,1599,-0.311506629,18.08217812,12.6322298,0.055428587,10.9,348,1257
1621494,1,1995,FS,1043184.74,518655.73,AT,1628,-0.175762847,9.164693832,10.3296442,0.080512062,9.6,461,1673
1621496,1,1996,FS,1043395.67,518639.24,AT,1644,-0.302430034,14.62346458,12.02028847,0.07023555,9.6,410,1652
1623275,0,2005,NA,1013276.612,518541.027,MH,1247,0.865069926,29.00583839,10.80792904,0.034039438,11.7,576,869
1623573,1,1997,FS,1043034.53,518532.6,AT,1622,-0.348141521,13.4366827,10.64200497,0.068174012,9.8,786,2332
1623575,1,1995,FS,1043283.34,518569.67,AT,1649,0,3.665110588,11.9583416,0.088837609,9.5,461,1696
1625645,1,1998,FS,1042301.58,518409.94,AT,1351,-0.98091054,17.13939667,12.26836681,0.068952769,12,346,936
1625650,1,1997,FS,1042811.87,518418.56,AT,1553,-0.203700751,25.59622765,12.19976139,0.052283958,10.1,786,2238
1625727,0,2006,NA,1050476.612,518441.027,MH,1151,-0.983878672,8.094021797,12.75490189,0.00191818,11.8,265,738
1627453,0,2007,NA,1015076.612,518341.027,MH,1061,0.502361119,14.74971294,11.73311901,0.060547534,12.7,430,1228
1627463,0,1998,NA,1016076.612,518341.027,MH,1026,-0.680039763,19.57216072,16.86127281,0.068879209,13.8,303,515
1627727,1,1998,FS,1042480.85,518384.17,AT,1352,-0.999902785,15.04419899,11.14907265,0.067709371,12,346,938
1627731,1,1998,FS,1042899.28,518365.51,AT,1586,-0.139981508,19.34508705,10.11031532,0.061507236,10.9,348,1243
1627735,1,1995,FS,1043279.26,518299.38,AT,1642,-0.970461428,14.23845005,11.51586151,0.107123576,9.6,460,1692
1629487,0,2008,NA,1010476.612,518241.027,MH,1234,-0.458198279,25.4169426,11.33016777,0.052411396,10.7,395,943
1629547,0,2004,NA,1016476.612,518241.027,AT,1310,0.329166174,46.00507355,9.175245285,0.085725479,12.4,664,780
1629794,1,1997,FS,1041152.12,518287.47,AT,1811,-0.968834162,21.22447586,11.94790459,0.12416359,8.7,753,2500
1629811,1,1998,FS,1042841.21,518237.66,AT,1621,-0.877405822,34.15590668,9.299256325,0.056249171,10.7,348,1288
1629812,1,1998,FS,1042955.99,518271.31,AT,1579,-0.581945062,22.12561226,12.34035492,0.06817241,10.9,347,1232
1629813,1,2002,PUB,1043034.949,518202.789,AT,1674,-0.868748069,32.17691422,10.36683655,0.087698571,9.4,396,1739
1631449,0,2009,NA,998676.612,518141.027,MH,1000,-0.917967141,16.94235802,11.07678223,0.0655073,13.3,530,1010
1631585,0,1998,NA,1012276.612,518141.027,MH,953,-0.307596624,13.59967232,10.62948895,0.051320583,14.1,284,486
1631692,1,1997,FS,1022974.76,518134.34,AT,1526,-0.854320049,33.6064415,9.522743225,0.035090413,10.6,866,1693
1631693,1,1997,FS,1023091.23,518155.479,AT,1554,-0.862863719,36.24971771,11.00526142,0.041583966,10.5,882,1758
1631870,1,1996,FS,1040761.88,518157.65,AT,1672,-0.483555466,43.04214859,10.4198246,0.077108592,9.3,385,1609
1631875,1,1998,FS,1041319.07,518145.14,AT,1898,-0.944867492,40.51942825,10.61315727,0.077220589,9.2,334,1658
1631880,1,1996,FS,1041765.52,518098.15,AT,1733,-0.649833262,46.04987335,9.866827965,0.030452587,8.9,407,1871
1631892,1,1995,FS,1042945.05,518145.81,AT,1698,-0.846098781,30.59779739,11.68160057,0.070408575,9.2,461,1769
1631893,1,1995,FS,1043034.61,518159.43,AT,1760,-0.887677491,29.35388374,9.785860062,0.087671541,8.9,461,1848
1633627,0,2009,NA,1008476.612,518041.027,AT,1426,-0.91829294,15.5207119,10.44402122,0.089268811,11.3,458,1116
1633773,1,1996,FS,1023045.46,518044.15,AT,1625,-0.800422132,29.29257965,10.35691357,0.048008576,9.9,459,1394
1633775,1,1996,FS,1023244,518077,AT,1624,-0.982999325,30.47349739,9.74064827,0.061684221,9.9,463,1405
1633915,0,1997,NA,1037276.612,518041.027,MH,1235,-0.313805401,25.56153297,10.07275295,0.070249394,12,674,1408
1633953,1,2004,PUB,1041054.387,518090.208,AT,1960,-0.959263206,25.35627556,9.138476372,0.128767043,8.8,657,1626
1633954,1,1998,FS,1041172.91,517996.18,AT,1989,-0.980876446,19.11813736,10.96296597,0.12656045,8.7,330,1782
1633970,1,1997,FS,1042740.25,518060.5,AT,1689,-0.794430912,33.71373749,10.71352005,0.048930228,9.3,788,2441
1633974,1,1995,FS,1043159.01,518054.41,AT,1752,0.136972278,21.30438805,11.00119209,0.090491869,9,461,1836
1635848,1,1997,FS,1022549.53,517933.639,AT,1564,-0.855991542,18.90984154,10.28162193,0.067445636,10.4,837,1655
1635855,1,1998,FS,1023238.76,517917.87,AT,1677,-0.921708167,9.760453224,10.97048664,0.091800265,10.7,372,1125
1635856,1,1996,FS,1023351,517901,AT,1686,-0.978256106,9.574037552,10.97048664,0.10055881,9.6,474,1504
1635911,0,1997,NA,1028876.612,517941.027,MH,1302,0.998429239,37.13934708,10.78316975,0.047327865,11.8,600,1111
1636033,1,1997,FS,1041031.53,517976.46,AT,1986,-0.988846838,21.51515198,9.979104042,0.130544782,7.7,753,2807
1636037,1,1996,FS,1041471.7,517936.21,AT,1946,0.150848225,15.21084595,11.20581627,0.071060181,7.8,404,2187
1636044,1,1997,FS,1042206.75,517907.88,AT,1671,-0.996254921,35.75405121,10.92387772,0.031924494,9.4,789,2488
1636047,1,1998,FS,1042445.97,517934.55,AT,1684,-0.990905941,35.13047791,10.66048527,0.03507958,10.3,347,1387
1636049,1,1995,FS,1042683.24,517935.14,AT,1713,-0.947095513,38.85463333,10.52512741,0.041226421,9,461,1789
1637844,1,2002,PUB,1014213.722,517843.47,AT,1483,-0.983878672,12.04195118,10.23312378,0.094382107,10.8,418,1301
1637933,1,1997,FS,1023116.87,517861.96,AT,1664,-0.84393698,12.66522503,10.70322895,0.080721162,9.9,901,1905
1637934,1,1998,FS,1023177.12,517857.37,AT,1687,-0.911048472,7.647956848,12.71646214,0.096968099,10.7,371,1128
1637935,1,2007,PUB,1023297.637,517857.241,AT,1695,0,4.056013107,12.20047665,0.101748429,9.7,498,1955
1638124,1,1997,FS,1042160.12,517847.97,AT,1766,-0.991116285,28.58354378,10.79448032,0.044525053,8.9,790,2651
1638127,1,1997,FS,1042504.35,517827.86,AT,1785,-0.939793825,24.7513485,10.72780132,0.043262433,8.8,790,2619
1638127,1,1997,FS,1042486.53,517798.13,AT,1767,-0.962615073,23.67910767,10.72780132,0.041884527,8.9,790,2597
1638129,1,2004,PUB,1042725.493,517886.799,AT,1754,-0.936247408,36.45792007,10.89932537,0.052139189,9.9,679,1421
1638130,1,1997,FS,1042818.43,517835.55,AT,1841,-0.999555051,20.56274223,10.03849602,0.06218465,8.6,790,2656
1638169,0,1998,NA,1046676.612,517841.027,MH,974,-0.672186553,28.59557533,10.51023865,0.026492555,13.6,321,590
1638202,0,1998,NA,1049976.612,517841.027,MH,1122,0.863185644,22.51966858,10.97710133,0.034465365,12.9,330,643
1640013,1,1998,FS,1023082.98,517783.57,AT,1687,-0.963647962,10.71512604,11.52123356,0.086567722,10.6,368,1119
1640015,1,2004,PUB,1023284.472,517772.722,AT,1693,-0.810337305,5.626639843,12.20047665,0.101580776,10.6,757,1131
1640185,0,2008,NA,1040276.612,517741.027,AT,1367,-0.590906858,49.97727585,10.13432789,0.026879111,10.1,416,1190
1640200,1,2002,PUB,1041775.872,517775.031,AT,1862,-0.250662476,28.80929375,12.01229477,0.078872778,8.3,393,2077
1640204,1,2005,PUB,1042204.604,517760.05,AT,1767,-0.988112748,28.20833206,10.67007637,0.088102646,8.8,578,1823
1640209,1,1997,FS,1042715.38,517759.36,AT,1821,-0.870908022,14.61671638,11.93709278,0.068174481,8.6,790,2635
1640212,1,1996,FS,1042983.23,517697.15,AT,1821,-0.208179548,11.90581703,10.74231052,0.065900259,8.6,411,1949
1640347,0,1997,NA,1056476.612,517741.027,MH,1073,-0.143739164,23.60497093,10.7313242,0.010238365,12,847,1333
1642005,1,2009,PUB,1014260.895,517600.721,AT,1494,-0.038099654,10.48963642,10.75793266,0.104641199,11,449,1075
1642269,1,1997,FS,1040670.54,517593.72,AT,1779,-0.182669431,42.56348038,9.295490265,0.087610692,9,736,2459
1642282,1,1998,FS,1041959.6,517631.78,AT,1868,-0.989778399,29.04925537,11.0797081,0.161981657,9.4,345,1700
1642283,1,1995,FS,1042095.6,517611.26,AT,1893,-0.97578764,34.87227249,10.26461124,0.151984602,8.1,461,2102
1642285,1,1998,FS,1042287.85,517611.02,AT,1873,-0.953718364,32.44415665,10.26461124,0.137047097,9.3,348,1687
1642289,1,1997,FS,1042691.02,517594.3,AT,1874,-0.959009886,17.55997658,11.73096561,0.083880104,8.3,790,2721
1644370,1,1998,FS,1042808.6,517559.03,AT,1853,0.303511351,7.254252911,11.36647129,0.063093871,9.5,347,1603
1645979,0,2005,NA,995676.612,517441.027,MH,1274,0,4.489737988,11.32865238,0.030271554,11.7,789,1260
1646446,1,1995,FS,1042401.54,517473.55,AT,1862,-0.934284329,8.372786522,11.12642384,0.11210303,8.3,461,2039
1648467,1,2004,PUB,1036457.988,517298.598,AT,1521,0.368276328,5.607707977,10.58465195,0.059651032,11.6,577,890
1648516,1,1997,FS,1041377.84,517365.33,AT,1850,0.984961987,48.00424957,9.292313576,0.075525545,8.6,770,2745
1652456,0,2012,NA,1019376.612,517141.027,MH,1159,-0.189036101,29.13868713,13.60687637,0.019500732,12,389,941
1652487,0,2009,NA,1022476.612,517141.027,MH,1307,0.612788141,14.010602,9.668603897,0.040779866,12,422,795
1652502,0,2009,NA,1023976.612,517141.027,MH,1368,-0.999718904,20.24668694,11.7872057,0.075622275,11.7,464,913
1652664,0,1996,NA,1040176.612,517141.027,AT,1379,-0.213835314,50.51457977,12.51023579,0.052856728,10.9,371,1179
1652687,1,1997,FS,1042443.49,517179.11,AT,1729,0.993237257,48.37474823,9.785408974,0.075051293,9.2,790,2577
1654708,1,2003,PUB,1036545.678,517056.641,AT,1520,-0.959143996,7.125016212,10.46660519,0.052441254,10.7,365,848
1654770,1,1997,FS,1042741.94,517004.09,AT,1769,0.229729578,15.3605032,10.73530006,0.074521005,8.9,788,2578
1654771,1,1997,FS,1042893.31,517024.21,AT,1791,0.334909856,7.700161457,10.73530006,0.069480896,8.8,787,2596
1659026,0,2004,NA,1052376.612,516841.027,MH,1069,0,3.655354023,11.68131542,0.001309713,13,659,597
1661009,1,1997,FS,1042690.88,516706.89,AT,1772,-0.452278137,15.08049202,9.82484436,0.047946505,8.9,784,2601
1662803,1,2002,PUB,1014115.505,516674.623,AT,1459,0.382774949,21.33941841,10.75313187,0.103638165,10.9,410,1289
1662806,0,1997,NA,1014376.612,516641.027,AT,1470,0.248146176,10.24243546,10.92129326,0.104306445,11,822,1744
1663195,0,1998,NA,1053276.612,516641.027,MH,1060,0,4.168739796,13.25101852,0.004097927,13.1,355,560
1665170,1,2003,PUB,1042744.164,516494.298,AT,1854,-0.448141098,24.60010719,9.991577148,0.072087795,8.6,431,1493
1665173,1,1997,FS,1043064.96,516567.94,AT,1822,-0.722707391,21.95671844,10.81193733,0.068653345,8.8,786,2628
1666858,0,2003,NA,1003576.612,516441.027,AT,1589,-0.817147493,11.75473499,10.91823959,0.072776794,10.2,548,1228
1667255,1,1995,FS,1043233.67,516456.71,AT,1802,-0.364964753,24.848423,11.19357014,0.073059738,8.8,455,1885
1669045,1,1996,PUB,1014230.229,516360.029,AT,1505,-0.663554013,10.53208447,10.55296993,0.103268944,10.5,412,1330
1669128,0,1996,NA,1022576.612,516341.027,AT,1405,-0.250456542,28.31414604,10.87965965,0.012930882,11,432,1082
1669333,1,2004,PUB,1043103.202,516365.486,AT,1845,-0.345723718,22.43431282,10.57853889,0.087124109,9.6,670,1516
1669344,1,1997,FS,1044166.52,516369.8,AT,1599,-0.85680598,28.51180267,10.56753254,0.075802557,10,766,2218
1671165,1,1990,PUB,1018283.172,516268.718,AT,2029,-0.699702621,24.85208321,9.980002403,0.211606815,8.3,486,1853
1675556,0,1995,NA,1041376.612,516041.027,MH,1350,0.182311952,33.40599823,12.85009956,0.052835159,11.1,418,1346
1677610,0,1997,NA,1038776.612,515941.027,AT,1369,0.945596755,21.09715462,15.06058598,0.035629839,11.2,666,1625
1677682,0,2004,NA,1045976.612,515941.027,MH,1123,0.32082653,22.19254684,11.56813622,0.020460246,12.9,607,718
1677807,0,1998,NA,1058476.612,515941.027,MH,1009,-0.719259083,5.955170155,12.44151688,0.01534648,13.3,375,469
1679453,0,2004,NA,1015076.612,515841.027,MH,1216,0.543908834,14.78052139,9.74359417,0.038539935,12.9,695,732
1679666,0,1999,NA,1036376.612,515841.027,MH,1222,-0.459015846,11.93302059,11.87518978,0.028581973,11.4,354,962
1679709,0,2013,NA,1040676.612,515841.027,MH,1243,0.655344009,9.656742096,17.17782021,0.098479569,11.4,430,986
1681763,0,1997,NA,1038076.612,515741.027,AT,1642,0.04996077,20.26547623,11.02205944,0.036612522,9.9,667,1927
1683867,0,2002,NA,1040476.612,515641.027,MH,1227,-0.482703418,18.78794289,10.69144917,0.087060153,11.6,340,1058
1683993,0,2012,NA,1053076.612,515641.027,MH,1016,0.890318036,19.82812691,10.62861061,0.030231901,12.1,382,896
1685629,0,1998,NA,1008676.612,515541.027,MH,1280,0.169493064,42.52573013,9.40872097,0.034346685,12.6,325,799
1687780,0,1998,NA,1015776.612,515441.027,MH,1212,0.269214362,6.144782543,10.36397934,0.016926518,12.9,350,676
1689671,0,1997,NA,996876.612,515341.027,MH,1257,-0.990144968,21.42743683,10.14568806,0.065145515,12.2,1050,1894
1693996,0,1996,NA,1013376.612,515141.027,MH,1075,0.99946022,8.255223274,12.06415749,0.029868608,12.5,389,855
1696222,0,2013,NA,1027976.612,515041.027,MH,1248,0.84295994,28.27288437,9.908327103,0.051539857,11.9,359,714
1698174,0,1996,NA,1015176.612,514941.027,MH,1122,-0.852492511,14.28839874,13.02751541,0.006389759,12.2,431,883
1698206,0,2013,NA,1018376.612,514941.027,MH,1414,0.999662936,22.29961014,12.38053131,0.022258429,10.9,548,1128
1702300,0,1995,NA,1011776.612,514741.027,MH,1168,-0.96355468,25.03438759,11.66808319,0.024420749,12.1,431,971
1702367,1,2005,PUB,1018464.907,514723.499,MH,1363,0.992520154,26.33787918,9.712450027,0.022744732,11.1,649,1017
1702769,0,1998,NA,1058676.612,514741.027,MH,914,-0.986945331,26.85581017,10.93635273,0.034167819,13.8,357,443
1704395,0,1998,NA,1013276.612,514641.027,MH,1023,0,4.448754787,11.49016762,0.006354532,13.8,299,545
1706328,0,2012,NA,998576.612,514541.027,MH,1102,0.803042412,28.83327293,12.31190872,0.034969471,12.2,497,1448
1706373,0,1998,NA,1003076.612,514541.027,MH,1166,-0.343105018,31.4418087,10.30921078,0.046971451,13.1,378,830
1706873,0,1997,NA,1053076.612,514541.027,MH,1038,0.900302649,5.555988312,9.979150772,0.08575505,12.1,669,1283
1708613,0,2004,NA,1019076.612,514441.027,MH,1214,0.714942932,8.149354935,10.78770161,0.029281804,12.9,733,685
1712739,0,2012,NA,1015676.612,514241.027,MH,1279,-0.592587769,14.44061756,11.24829865,0.014319338,11.4,442,1232
1712893,0,1998,NA,1031076.612,514241.027,AT,1423,-0.81041044,16.17443657,11.89349842,0.04266395,12.1,243,670
1714699,0,2013,NA,1003676.612,514141.027,MH,1337,0.158366159,27.03341866,11.82908154,0.076691054,11.4,585,1291
1716962,1,1996,FS,1022023.5,514081.78,AT,1600,-0.647745311,16.96492767,10.53479385,0.09442082,10,465,1400
1718912,0,1997,NA,1008976.612,513941.027,MH,1049,0.345826417,38.03544235,11.80550003,0.024577389,13,811,1268
1719241,1,2002,PUB,1041880.188,513954.685,AT,1822,0.983133435,16.23834229,10.69244671,0.068104118,8.6,372,2068
1723002,0,2013,NA,1001976.612,513741.027,MH,1122,-0.648227274,23.48028755,10.25253582,0.01971605,12.3,605,1116
1725067,0,1996,NA,1000476.612,513641.027,AT,1335,-0.979384184,26.68180466,10.18947506,0.034318242,11.2,515,1466
1725253,1,2009,PUB,1019026.826,513657.104,AT,1376,-0.375502229,14.82200813,10.26316643,0.077953294,11.6,503,974
1725273,1,2004,PUB,1021032.797,513671.004,AT,1628,-0.917027235,15.5207119,11.59011459,0.10382127,11,759,1071
1725275,0,1995,NA,1021276.612,513641.027,AT,1607,0.438773155,30.95728302,10.51504135,0.111581966,10.1,494,1377
1727562,0,1998,NA,1041976.612,513541.027,AT,1765,0.47524938,35.72667694,10.23299026,0.066897452,10,318,1572
1729413,1,2004,PUB,1019049.165,513430.609,AT,1389,-0.741204143,16.93401718,10.42679119,0.077737406,12.1,748,834
1729768,0,2009,NA,1054576.612,513441.027,MH,828,-0.894532263,9.520201683,12.89045048,0.08026462,13.8,359,619
1731493,1,2005,PUB,1019044.642,513305.389,AT,1412,-0.520879865,16.50345039,10.42679119,0.074426532,10.9,652,1031
1731513,1,2004,PUB,1021058.455,513386.995,AT,1679,0.97586453,5.267518997,10.51898575,0.125669792,10.8,773,1129
1731562,0,1997,NA,1025976.612,513341.027,CWH,978,0.997671366,26.62110519,11.30951309,0.033680387,13.3,652,954
1731846,0,2009,NA,1054376.612,513341.027,MH,928,-0.905478299,38.68653488,10.88404274,0.060514003,13.3,356,679
1733294,0,2004,NA,991176.612,513241.027,MH,993,-0.676758349,31.98827553,10.77961731,0.056593247,14.1,881,729
1733548,0,2002,NA,1016576.612,513241.027,MH,1130,-0.075295895,31.81861305,10.78621769,0.021060426,12.4,453,936
1733574,1,2004,PUB,1019182.492,513239.053,AT,1445,-0.638701081,11.14548874,10.32919025,0.080748476,11.8,748,885
1735654,1,2009,PUB,1019188.905,513151.869,AT,1442,-0.064101666,18.68806458,10.86718845,0.075461589,11.2,501,1014
1735940,0,1998,NA,1047776.612,513141.027,MH,1032,-0.818642497,18.37644196,11.83285713,0.028247787,13.4,293,589
1737721,0,1996,NA,1017876.612,513041.027,MH,1118,0.947175562,31.33101845,11.19711018,0.030559305,12.2,456,878
1739747,0,1997,NA,1012476.612,512941.027,MH,1019,-0.452261746,18.22492027,12.37192154,0.029035592,13.1,746,1125
1739816,1,2004,PUB,1019417.252,512983.645,AT,1437,-0.889948547,31.19266701,11.26447487,0.079855368,11.8,747,882
1746033,0,1997,NA,1017076.612,512641.027,MH,997,-0.21104756,11.42123222,10.79992294,0.033255212,13.1,898,1142
1746077,1,2004,PUB,1021439.617,512671.191,AT,1552,-0.179579183,11.07041073,12.01685238,0.121787839,11.3,759,981
1747854,0,1998,NA,991176.612,512541.027,MH,1117,0.773168206,5.076214314,11.63137817,0.090951048,13.5,470,829
1748359,1,2012,PUB,1041690.955,512555.7,AT,1850,0,4.750583649,11.69800186,0.076452658,8.2,376,2257
1750237,1,2004,PUB,1021487.884,512422.962,AT,1549,0.124971032,18.58725166,10.99326801,0.128646195,11.3,754,975
1752109,0,2004,NA,1000676.612,512341.027,MH,1079,0.034858674,33.18851089,11.81964779,0.117636412,13.7,833,782
1752251,0,2004,NA,1014876.612,512341.027,MH,1184,0.624859989,23.03441048,9.985561371,0.030045027,13,665,659
1752254,0,1999,NA,1015176.612,512341.027,MH,1269,0.975468695,16.63035202,10.33882999,0.02474401,11.1,484,1298
1752483,0,1996,NA,1038076.612,512341.027,MH,1278,-0.649319887,45.04799271,10.30727386,0.040459905,11.5,317,844
1756478,1,2004,PUB,1021529.255,512160.942,AT,1613,-0.097839653,17.95924377,9.622008324,0.116895981,11,753,1029
1760611,0,2004,NA,1018876.612,511941.027,AT,1417,0.140099585,16.18638992,11.83530617,0.045288086,11.9,746,874
1760612,0,1998,NA,1018976.612,511941.027,AT,1484,-0.079962909,43.24975204,10.3700819,0.051301934,11.6,364,936
1760639,1,1996,FS,1021669.62,511926.94,AT,1566,0.898061454,19.3446331,10.55247784,0.119316757,10.2,464,1342
1762982,0,1998,NA,1047976.612,511841.027,MH,1246,-0.956134319,14.58356571,11.05775547,0.008108634,12.6,300,761
1768888,0,1997,NA,1014576.612,511541.027,MH,1057,0.378257722,12.54972267,9.549435616,0.039361458,12.9,780,1161
1768988,0,1997,NA,1024576.612,511541.027,MH,1103,-0.404886365,14.55678749,11.65727329,0.042876821,12.7,738,1132
1770812,0,2005,NA,998976.612,511441.027,MH,905,-0.670625687,6.36194706,10.82020569,0.077742308,13.4,703,766
1773136,0,1997,NA,1023376.612,511341.027,MH,1033,-0.035928041,26.06369781,11.23601913,0.027886096,13,803,1109
1773281,0,2009,NA,1037876.612,511341.027,MH,1477,0.487505555,22.3830986,10.62841511,0.038251523,11.1,333,845
1775055,0,1997,NA,1007276.612,511241.027,CWH,983,0,4.010531425,11.87343884,0.07120128,13.3,860,1187
1775480,0,2004,NA,1049776.612,511241.027,MH,1058,0,4.887652397,15.67675591,0.014433402,13.2,567,585
1781240,0,2009,NA,1001776.612,510941.027,MH,1086,0.981203198,27.57198715,10.94433498,0.046450298,12.9,556,1064
1781443,1,2001,PUB,1022088.207,510901.05,AT,1399,-0.886309564,21.90007401,11.22025585,0.106912963,10.6,713,667
1781600,0,2006,NA,1037776.612,510941.027,MH,1292,0.710542798,31.52568817,11.64495659,0.025653321,11.5,204,678
1785603,1,2004,PUB,1022046.146,510725.375,AT,1468,-0.979526222,12.44190884,10.72160053,0.096578807,11.8,758,931
1787706,0,1996,NA,1024376.612,510641.027,AT,1380,-0.96355468,20.48723793,12.7804184,0.042212874,11.2,433,1134
1789821,0,1998,NA,1027876.612,510541.027,MH,1042,0.449139059,21.6482296,13.56839085,0.038326215,13.9,265,543
1791843,1,2003,PUB,1022091.494,510455.025,AT,1487,-0.116045512,23.8991394,10.71739769,0.07380686,10.8,506,903
1791844,1,2005,PUB,1022195.517,510446.99,AT,1526,-0.970734775,21.31474686,10.35626888,0.091209598,10.4,660,1213
1793897,0,1997,NA,1019476.612,510341.027,MH,1155,0.797165692,12.2844677,10.05214024,0.022110928,12.4,948,1343
1794159,0,1995,NA,1045676.612,510341.027,AT,1559,0.077357732,20.99054337,10.66393375,0.046788909,10.1,413,1666
1796006,1,2004,PUB,1022343.254,510279.08,AT,1527,-0.598635674,19.02167511,10.27527142,0.08272025,11.5,761,998
1798101,0,2002,NA,1023876.612,510141.027,MH,1282,-0.050146371,27.61960793,10.46190453,0.026576949,11.8,458,1123
1800166,1,2009,PUB,1022377.375,510001.994,AT,1546,-0.044413403,9.100090981,11.04182243,0.085403159,10.8,511,1128
