FNETID,pres,Year,datatype,BCAlbX,BCAlbY,BEC,Elevation,Aspect,Slope,CTI,Rugg9,Tave_sm,MSP,PAS
1117892,0,1997,NA,1018976.612,542841.027,MH,1267,0.636679828,16.24032593,11.84001827,0.036024492,11.9,595,1313
1121956,0,1999,NA,1009376.612,542641.027,AT,1462,-0.197404653,32.79150391,9.409583092,0.062808283,10.1,352,1438
1132336,0,2012,NA,1007376.612,542141.027,MH,1126,0.737944782,21.09553909,11.17726612,0.025395429,12.1,287,1061
1134042,0,1998,NA,969976.612,542041.027,MH,1066,-0.10800086,26.47542572,10.74455166,0.041672979,12.9,481,883
1134338,0,1997,NA,999576.612,542041.027,AT,1345,-0.998512924,12.35489368,11.37159824,0.07869447,11.5,761,1673
1140487,0,1998,NA,990476.612,541741.027,MH,1144,-0.710521102,21.69026375,10.13226604,0.069181651,12.8,307,711
1140636,0,1996,NA,1005376.612,541741.027,MH,1376,0.537167311,23.58586502,13.44028282,0.018334189,10.9,341,1041
1144895,0,1998,NA,1015276.612,541541.027,MH,1128,-0.747961462,41.86227417,10.4186964,0.063195214,13.3,233,605
1146489,1,1998,PUB,966687.062,541472.397,AT,1396,-0.780877292,30.71225929,10.42953491,0.086799338,11.5,585,1364
1146723,0,2004,NA,990076.612,541441.027,MH,1079,0.947236717,20.6222477,11.28626919,0.021890428,13.3,653,699
1151082,0,2013,NA,1009976.612,541241.027,MH,1236,0.404579103,19.98874855,9.789095879,0.063527234,11.7,385,869
1157126,0,1997,NA,990376.612,540941.027,MH,1021,0.855707109,21.90850639,10.12121868,0.025391001,12.8,756,1292
1159351,0,1996,NA,1004876.612,540841.027,MH,1096,0.638323724,26.68180466,10.5915451,0.019219669,12.2,332,847
1159438,1,1993,PUB,1013573.177,540882.848,AT,1724,0.642786324,13.85456467,14.33819199,0.131879359,9.1,413,1107
1163451,0,2004,NA,998876.612,540641.027,MH,1098,-0.169997141,27.8867569,12.17860985,0.036967997,13.3,642,707
1163593,0,2000,NA,1013076.612,540641.027,AT,1429,0.380111128,35.2800827,10.90492058,0.061878253,11,425,942
1167623,0,2013,NA,1000076.612,540441.027,AT,1466,0.641096413,39.40922546,11.01618099,0.124704622,10.6,484,1229
1171915,1,2006,PUB,1013241.035,540262.945,AT,1591,-0.342370331,32.09629059,10.36996078,0.092486627,10.2,198,1045
1186431,1,2005,PUB,1008898.825,539526.314,AT,1497,-0.978912175,19.21900749,11.36275482,0.020553306,10.4,464,1039
1198915,1,2005,PUB,1009241.681,538951.987,AT,1497,-0.284252226,5.287699223,11.5903368,0.027406856,10.4,454,1049
1207248,0,2001,NA,1010576.612,538541.027,MH,1129,0,3.199601412,13.19311047,0.051743589,11.7,433,398
1215448,0,2002,NA,998576.612,538141.027,MH,1158,0.930215597,38.42801666,10.1349287,0.024035607,12.4,371,1053
1215456,0,1998,NA,999376.612,538141.027,AT,1399,0.733991683,31.98250008,10.77984238,0.057506043,11.9,307,900
1217542,0,1997,NA,999976.612,538041.027,MH,1217,0.551788092,35.80890274,12.24486732,0.032764107,12.2,747,1559
1225685,0,2005,NA,982276.612,537641.027,MH,1012,-0.110478461,18.37255669,11.41119766,0.048655193,12.4,856,963
1232296,0,1995,NA,1019376.612,537341.027,MH,1089,-0.99154979,25.3522644,11.76510429,0.027679726,12.4,309,760
1240243,0,1997,NA,982076.612,536941.027,MH,953,0.768278658,25.69216156,12.66658401,0.042953208,13.2,1147,1537
1242213,0,1995,NA,971076.612,536841.027,MH,907,-0.778459907,13.11026573,11.76611233,0.047387678,12.9,638,1019
1252768,0,2013,NA,986576.612,536341.027,MH,1005,-0.996225238,36.27954865,10.48369217,0.052584235,12.5,661,1057
1253128,0,1998,NA,1022576.612,536341.027,AT,1569,-0.727951467,19.74881744,10.23473358,0.054092407,11.4,275,1063
1267310,0,1996,NA,984776.612,535641.027,MH,1023,-0.854320049,21.73896408,11.35905838,0.039290912,12.3,570,1181
1267710,0,1996,NA,1024776.612,535641.027,MH,1008,-0.07435745,34.18993378,11.09653282,0.042596038,12.8,298,583
1269328,0,1997,NA,978576.612,535541.027,MH,1041,-0.853863895,19.43629265,10.25199986,0.050886933,12.8,1207,1715
1273548,0,1997,NA,984576.612,535341.027,MH,1069,-0.426694334,6.317372799,10.07923985,0.042569008,12.6,1113,1783
1276137,0,2003,NA,1035476.612,535241.027,MH,1013,-0.996379793,22.36673355,11.19691753,0.008084427,12.7,371,513
1280079,0,2004,NA,1013676.612,535041.027,MH,973,-0.089263842,49.53837204,11.01273251,0.014347688,14,497,455
1280167,0,1998,NA,1022476.612,535041.027,MH,1330,0.992332876,35.24251556,10.77620125,0.03865673,12.5,270,810
1284498,0,1998,NA,1039576.612,534841.027,MH,979,0,4.835402489,14.7045269,0.00087625,13.4,277,528
1290535,0,1998,NA,1019276.612,534541.027,AT,1404,-0.949367344,21.48977661,11.90084267,0.084438749,12.1,259,842
1292601,0,1997,NA,1017876.612,534441.027,AT,1509,0,4.160178661,10.642416,0.071790718,10.8,585,1621
1294233,0,1996,NA,973076.612,534341.027,MH,980,0.0683918,31.54878998,9.512213707,0.095431104,12.4,604,984
1296454,0,1997,NA,987176.612,534241.027,MH,921,-0.998969615,33.45199966,11.15600586,0.021371724,13.3,1043,1469
1298803,0,1998,NA,1014076.612,534141.027,MH,1200,0.525817215,42.71160507,9.079306602,0.045159139,13,223,604
1298907,0,2004,NA,1024476.612,534141.027,MH,981,0.439696908,34.36027145,11.20001698,0.052082486,14,506,467
1300605,0,1997,NA,986276.612,534041.027,MH,1076,0.896688998,9.738184929,10.74717617,0.068787187,12.6,1106,1728
1300811,0,1996,NA,1006876.612,534041.027,MH,1127,-0.246587858,14.53189373,10.28051758,0.051426828,12.1,340,855
1302924,0,1998,NA,1010176.612,533941.027,MH,1159,0.465089023,18.91825867,12.17605782,0.032079626,13.1,237,562
1309171,1,2008,PUB,1010890.356,533680.717,AT,1453,-0.859881461,15.80049419,10.47271442,0.048841123,9.6,350,1080
1311252,1,1997,FS,1010967.83,533560.79,AT,1556,-0.975503385,24.7038765,9.78885746,0.061187837,10.4,628,1658
1311372,0,1999,NA,1022976.612,533541.027,MH,976,0.762281001,31.83360863,11.2964592,0.023022592,12.5,325,902
1313621,0,2004,NA,1039876.612,533441.027,MH,962,0,4.57947731,11.73484707,0.000708215,13.4,586,518
1315418,1,1997,FS,1011599.3,533389.04,AT,1594,-0.823676944,19.05112076,11.84253693,0.027474863,10.2,633,1715
1317429,0,1997,NA,1004676.612,533241.027,MH,1139,-0.031359769,20.31511116,10.69232559,0.024849221,12.5,726,1440
1317773,0,2006,NA,1039076.612,533241.027,MH,1032,0.023574494,5.85410738,12.59842777,0.000937003,12.3,223,646
1321342,0,2004,NA,979976.612,533041.027,MH,1069,0.647444844,20.60473442,10.50597191,0.095564291,13.3,943,918
1321929,0,1998,NA,1038676.612,533041.027,MH,1076,0.041878887,8.328007698,11.13186359,0.001572786,13,281,605
1323993,0,1995,NA,1037076.612,532941.027,MH,1271,-0.612538755,5.597765446,11.53300858,0.006177926,11.4,407,1004
1325819,1,2003,PUB,1011725.748,532811.232,AT,1779,-0.782227337,23.03441048,10.06557178,0.071438447,9,411,1085
1327896,1,2007,PUB,1011410.843,532770.995,AT,1866,-0.946237981,26.83849144,9.89159584,0.109627053,8.5,408,2024
1327897,1,1997,FS,1011495.232,532695.97,AT,1874,-0.879227102,19.49663353,11.12982655,0.12406601,8.6,736,2048
1327900,1,2004,PUB,1011734.881,532727.184,AT,1826,-0.560483873,32.73178864,9.652301788,0.090487443,9.6,637,1169
1332053,1,1996,FS,1011052.14,532508.68,AT,1677,0.260068506,34.53891373,10.06887913,0.064105093,9.3,384,1443
1332057,1,1996,FS,1011499.42,532586.66,AT,1897,-0.77400279,6.890405178,10.26415539,0.127681315,8.1,395,1683
1334230,0,1998,NA,1020776.612,532441.027,AT,1542,0.996690273,10.65280819,13.9024868,0.050868094,11.4,276,990
1338300,1,2000,PUB,1011809.996,532208.01,AT,1702,0.242936,34.2872963,10.74013138,0.108778685,9.5,544,1238
1338570,0,2000,NA,1038776.612,532241.027,MH,1051,0.662163556,6.666862488,10.6062746,0.008112025,12.3,485,688
1344524,0,2007,NA,1010176.612,531941.027,MH,1170,-0.975587368,8.094638824,12.52720261,0.074365877,12.2,378,1289
1348900,0,1996,NA,1031776.612,531741.027,MH,1284,-0.022057084,25.17851639,12.26771927,0.021712786,11.7,423,1091
1348903,0,1997,NA,1032076.612,531741.027,MH,1199,-0.365326405,14.59805965,15.29190254,0.034809913,12.3,789,1636
1352989,0,1996,NA,1024676.612,531541.027,MH,943,-0.898668587,13.45616341,9.63243103,0.039693292,13.1,287,562
1355152,0,1997,NA,1032976.612,531441.027,AT,1397,-0.848522961,27.03341866,11.67493153,0.029027397,11.3,823,1935
1357098,0,2001,NA,1019576.612,531341.027,AT,1721,-0.080622502,13.54079247,10.6339941,0.068320476,8.8,576,918
1361387,0,1997,NA,1032476.612,531141.027,AT,1413,-0.94618392,26.33090591,12.92952251,0.020520434,11.2,826,1975
1363279,0,2005,NA,1013676.612,531041.027,MH,1360,0.478914917,31.90671921,9.46126461,0.075932257,11.1,488,940
1363637,0,2002,NA,1049476.612,531041.027,MH,1002,-0.959919512,13.05067825,10.35231113,0.006039843,12.2,407,714
1365479,0,1998,NA,1025676.612,530941.027,AT,1328,-0.422424078,22.67276573,10.77635574,0.080594666,12.7,230,657
1369711,0,2008,NA,1032876.612,530741.027,AT,1517,-0.33170861,14.07157993,10.59401417,0.032483608,9.5,510,1424
1371564,0,1997,NA,1010176.612,530641.027,CWH,991,0.885986745,32.26262665,9.416723251,0.017307987,13.2,684,1088
1373907,0,1998,NA,1036476.612,530541.027,MH,1207,-0.996333718,20.05662727,13.45716381,0.015271598,12.9,307,683
1375683,1,1995,PUB,1006099.697,530459.902,AT,1730,-0.338028073,8.76662159,9.520805359,0.111885168,9.1,444,1673
1375702,0,1999,NA,1007976.612,530441.027,MH,896,-0.593580902,19.49460983,12.97251701,0.058230367,12.8,402,920
1375746,1,2013,PUB,1012400.341,530425.1418,AT,1697,0.069333173,22.28184891,11.71236897,0.040567279,9.3,451,1302
1375933,0,1998,NA,1031076.612,530441.027,MH,1292,-0.062446151,26.61339378,13.30257416,0.00764098,12.8,306,782
1377776,0,2003,NA,1007376.612,530341.027,MH,1234,-0.041306119,35.3493309,12.85266495,0.064082861,11.9,437,720
1380150,0,2004,NA,1036776.612,530241.027,MH,1281,-0.802933872,12.69438744,11.48482132,0.035200331,12.5,652,779
1381745,0,1998,NA,988276.612,530141.027,MH,1043,0.259203464,35.05541229,9.564658165,0.034082673,13.3,405,815
1381932,0,1997,NA,1006976.612,530141.027,MH,1430,0.577247798,37.50733948,10.57352638,0.047529999,11.1,787,1779
1382250,0,1996,NA,1038776.612,530141.027,MH,1020,-0.853007734,8.486281395,11.1127634,0.033034526,12.2,335,707
1383960,0,1998,NA,1001776.612,530041.027,MH,1146,-0.877650321,27.53530312,11.24796486,0.060585115,13.2,288,661
1384018,0,1998,NA,1007576.612,530041.027,AT,1341,-0.988799214,31.77595139,10.7878809,0.073950872,12.2,313,853
1386224,0,1996,NA,1020176.612,529941.027,MH,1474,0.833455563,39.13462448,10.51743317,0.070063084,10.7,345,1137
1388287,0,1995,NA,1018476.612,529841.027,AT,1713,0.985939026,45.62787628,9.881565094,0.068309173,9.4,401,1430
1388426,1,2013,PUB,1032375.067,529846.592,AT,1651,-0.349922031,12.79267693,11.59597778,0.038540874,9.7,522,1476
1392140,0,1995,NA,987776.612,529641.027,MH,1016,0.330064774,19.54531097,12.75767326,0.07194905,12.6,565,1192
1392433,0,1997,NA,1017076.612,529641.027,MH,1218,0.242781758,8.568616867,14.67337036,0.019718124,12.2,645,1239
1392599,1,2008,PUB,1033676.51,529634.502,AT,1609,0.927674294,10.01761913,12.17399597,0.049525227,9.1,492,1445
1394395,0,1996,NA,1005276.612,529541.027,MH,1330,0.117128365,14.05813122,11.96792889,0.055538978,11.2,405,1243
1398831,1,2006,PUB,1032850,529300,AT,1692,0,4.636861324,11.71479702,0.029784214,9.7,281,1307
1403025,0,1997,NA,1036276.612,529141.027,MH,1386,0.878777981,14.06855583,10.59423828,0.066044748,11.3,740,1765
1404942,0,1996,NA,1019976.612,529041.027,MH,1307,0.501787663,45.05936432,9.90141201,0.036386751,11.5,341,980
1406997,0,2004,NA,1017476.612,528941.027,AT,1389,-0.135003209,27.81191254,13.68351936,0.031691093,12.2,593,764
1410848,0,1997,NA,986576.612,528741.027,MH,1102,-0.89872402,22.44709015,10.21022606,0.0787265,12.6,1176,1873
1415344,0,1998,NA,1020176.612,528541.027,MH,1039,0.549298882,30.0847168,9.907878876,0.027333859,13.9,256,506
1417552,1,1998,PUB,1032988.887,528403.305,AT,1664,0.032661803,11.65904331,10.78854561,0.050974812,10.9,363,1242
1417704,0,1997,NA,1048176.612,528441.027,MH,1038,-0.552152634,5.564187527,12.63767624,0.007038823,12.1,802,1325
1423642,0,2006,NA,1017976.612,528141.027,AT,1600,0.051736958,5.434278965,11.83838654,0.0565859,10.3,234,1012
1429866,0,1995,NA,1016376.612,527841.027,AT,1407,-0.433916539,20.14012909,13.04664707,0.020713711,11.1,368,1008
1438237,0,2004,NA,1021476.612,527441.027,MH,1114,0.794665813,11.20001888,10.82979774,0.087463662,13.5,488,507
1440191,0,2004,NA,1008876.612,527341.027,MH,1110,0.149321511,20.50908852,14.49028778,0.021661829,13.4,643,631
1440429,0,1997,NA,1032676.612,527341.027,AT,1569,0.04443362,25.42738914,11.56333065,0.080360509,10.5,725,1855
1440470,0,1996,NA,1036776.612,527341.027,MH,966,-0.834396541,30.24831772,11.58438683,0.07603351,12.9,398,721
1440510,0,1997,NA,1040776.612,527341.027,MH,1002,0,3.563469648,12.94698334,0.013168712,12.4,669,1243
1446519,0,2002,NA,1017676.612,527041.027,MH,1199,0.767160594,49.17019272,10.24889088,0.032879863,12.2,342,849
1446759,0,1998,NA,1041676.612,527041.027,MH,977,-0.861406505,16.18638992,13.07305908,0.003557276,13.5,322,555
1450841,1,1994,PUB,1033924.488,526798.015,AT,1735,-0.486114234,19.81647873,10.92594433,0.104279317,9.8,465,1385
1450912,0,1997,NA,1040976.612,526841.027,MH,1028,-0.955447495,8.189682007,14.86241913,0.004664762,12.3,689,1309
1456797,0,1997,NA,1005476.612,526541.027,MH,1164,-0.579093277,29.2245903,11.17744255,0.098076247,12.4,746,1369
1457105,0,2007,NA,1036276.612,526541.027,MH,1112,-0.956464052,35.68330765,13.11216164,0.052876227,12.4,427,1367
1458923,0,1995,NA,1010076.612,526441.027,MH,1253,0.292962641,38.94461441,9.423301697,0.017812187,11.6,400,998
1458969,0,2003,NA,1014676.612,526441.027,CWH,961,-0.435692728,33.27770233,9.74374485,0.022198807,13.2,372,408
1459185,0,1997,NA,1036276.612,526441.027,MH,1184,-0.966523945,40.28852844,12.60704041,0.045841359,12.2,756,1533
1459248,0,1998,NA,1042576.612,526441.027,MH,965,0,1.571980596,13.61017799,0.010775154,13.6,335,559
1459282,0,1996,NA,1045976.612,526441.027,MH,1124,-0.013775547,5.498243809,12.34875488,0.004155854,11.7,404,872
1460795,0,1996,NA,989276.612,526341.027,MH,950,0.323301464,31.0989151,11.26070976,0.023456149,12.8,558,1115
1460978,0,1997,NA,1007576.612,526341.027,MH,1169,0.91482389,29.06439972,12.10030651,0.038213093,12.3,753,1378
1461432,0,1997,NA,1052976.612,526341.027,MH,1039,-0.968853891,22.48111343,12.65084362,0.036344457,12,874,1357
1465260,0,1999,NA,1019776.612,526141.027,AT,1512,-0.518866599,33.50473785,9.622820854,0.138734698,10.2,344,1283
1471401,0,1999,NA,1009876.612,525841.027,AT,1342,-0.627111495,30.55500603,12.3579483,0.108980812,10.6,419,1428
1481792,0,1997,NA,1008976.612,525341.027,AT,1401,-0.742359459,18.13436127,13.04036808,0.043880414,11.2,744,1615
1481803,0,1996,NA,1010076.612,525341.027,AT,1724,-0.871279955,25.33806229,11.41030598,0.174153551,9.1,394,1600
1483958,0,2009,NA,1017576.612,525241.027,MH,1210,-0.634418428,20.362463,10.27453518,0.017475741,12.5,353,696
1485934,0,1997,NA,1007176.612,525141.027,MH,1008,0.984055698,12.3907156,11.07632923,0.033402901,13.1,730,1184
1486310,0,2005,NA,1044776.612,525141.027,MH,1316,0,2.308416843,12.44812107,0.014798765,10.9,570,964
1490127,1,2002,PUB,1010501.701,524891.191,AT,1742,0.622009397,23.12934685,10.75412464,0.120350212,9.2,388,1553
1492512,0,1998,NA,1040976.612,524841.027,MH,1124,-0.313805401,13.55659294,12.57869339,0.002879673,12.9,325,676
1498600,0,2004,NA,1025776.612,524541.027,MH,1216,-0.53908962,15.18998051,11.61272049,0.072269768,13.1,570,591
1498626,0,1998,NA,1028376.612,524541.027,MH,906,0.109584324,13.37127495,12.20273209,0.083717063,14.5,229,367
1504704,1,2004,PUB,1012195.113,524193.329,AT,1837,-0.64601326,53.35510635,9.76153183,0.1205061,9.6,662,1290
1504824,0,2000,NA,1024176.612,524241.027,AT,1449,-0.7051332,9.533173561,13.74530983,0.009221018,11.2,503,838
1506785,1,2004,PUB,1012285.764,524093.305,AT,1999,-0.404878765,46.05249405,8.900087357,0.151155442,8.8,662,1426
1508832,0,1998,NA,1008976.612,524041.027,MH,1038,0.947707176,18.12324905,10.16746044,0.057142846,13.6,288,574
1511007,0,2007,NA,1018476.612,523941.027,MH,987,0.777426839,38.03402328,12.09498501,0.011969484,13.1,320,859
1517311,0,1998,NA,1024876.612,523641.027,AT,1768,-0.279322177,18.17503738,11.0173111,0.018318459,10.1,335,1110
1517443,0,2003,NA,1038076.612,523641.027,MH,1245,0.220734045,29.42411613,11.09495449,0.025568267,11.8,390,716
1519225,0,1999,NA,1008276.612,523541.027,MH,1041,-0.988339782,44.7940979,9.910671234,0.073983558,12.1,396,1056
1519253,1,2005,PUB,1011115.595,523500.935,AT,1490,-0.797186434,19.27750778,10.95400906,0.054942098,10.4,560,1153
1525738,0,2001,NA,1035576.612,523241.027,MH,1261,0.260301083,18.72601509,14.57900333,0.020750258,11.3,526,560
1525804,0,2002,NA,1042176.612,523241.027,AT,1374,-0.984240711,13.35272312,11.88545227,0.006148539,10.9,387,1307
1533785,0,1995,NA,1008276.612,522841.027,MH,1003,0.451901585,42.07625198,11.25848293,0.041286234,12.8,368,774
1533954,1,2003,PUB,1025137.735,522847.339,AT,1988,0,2.363194704,10.4712534,0.110630833,8,487,1295
1536032,1,2013,PUB,1024990.375,522734.1875,AT,1958,-0.656685174,19.14923096,10.87445641,0.096306227,8,533,1568
1536203,1,1998,FS,1042079.92,522725.08,AT,1431,0.057069883,20.07976151,10.45435715,0.029868044,11.7,345,1006
1538109,1,2004,PUB,1024703.543,522665.675,AT,1908,-0.533616066,17.9644928,10.66567421,0.06059039,9.2,727,1297
1538285,1,1998,FS,1042231.78,522634.17,AT,1475,-0.997851312,9.738184929,10.97281551,0.033540986,11.5,345,1056
1540099,0,2005,NA,1015676.612,522541.027,AT,1729,0.898848176,23.90909958,9.661716461,0.081535056,9.5,501,1252
1540209,0,2002,NA,1026676.612,522541.027,MH,1235,0.91113472,32.57512283,11.88650703,0.022277737,12.1,349,836
1542107,0,1996,NA,1008476.612,522441.027,MH,1142,0.440216869,18.60039902,9.205458641,0.063460171,12.1,356,922
1542474,0,1998,NA,1045176.612,522441.027,MH,989,0.453962713,11.03995705,13.69368267,0.03353053,13.5,351,618
1544329,0,1997,NA,1022676.612,522341.027,MH,1061,-0.157632098,15.70199871,13.55664635,0.015792375,12.9,618,916
1544330,0,1997,NA,1022776.612,522341.027,MH,1102,0.048406079,31.98115921,10.77989388,0.020304739,12.7,634,952
1546540,0,2004,NA,1035776.612,522241.027,MH,1111,0.950597048,28.57746124,9.741890907,0.024090331,13.4,579,598
1546603,1,1996,FS,1042049.64,522211.59,AT,1508,-0.139933527,20.24177361,9.885933876,0.050607659,10.2,405,1417
1548690,1,1998,FS,1042727.54,522159.96,AT,1433,0,2.450369358,13.51977348,0.020993644,11.7,346,1006
1548829,0,1998,NA,1056676.612,522141.027,MH,1029,0,3.709380865,11.87440395,0.010774118,13.2,377,492
1550720,0,2003,NA,1037776.612,522041.027,MH,956,0.961809337,15.39802361,13.99634457,0.019771717,13.1,371,445
1550760,1,1998,FS,1041811.48,522084.91,AT,1423,-0.711460888,21.51574135,11.47530174,0.042883039,11.7,337,993
1554662,0,2004,NA,1015976.612,521841.027,MH,1149,0.95430249,41.42669296,9.722600937,0.051801421,13.2,530,503
1554921,1,1996,FS,1041914.67,521835.95,AT,1619,-0.687684059,21.08260536,10.16350269,0.052021261,9.7,404,1564
1556997,1,1998,FS,1041426.63,521748.19,AT,1608,-0.812061369,12.13706398,10.96086407,0.030645112,10.9,334,1200
1557000,1,1998,FS,1041824.48,521714.25,AT,1645,-0.998427212,18.48355865,10.90970325,0.053889994,10.7,342,1271
1558808,0,2005,NA,1014576.612,521641.027,MH,1016,0.982504606,16.31547165,12.56110382,0.039731719,12.7,536,626
1558898,0,1998,NA,1023576.612,521641.027,AT,1381,-0.320560098,18.40941238,15.00354004,0.040920023,12.3,335,741
1558906,1,1997,FS,1024403.808,521609.563,AT,1674,0.985246062,16.13794327,11.85900879,0.083290666,9.8,886,1921
1560843,0,1998,NA,1010076.612,521541.027,MH,1310,0.999998748,10.06516933,10.9391222,0.098858021,12.3,274,735
1560982,1,1997,FS,1023975.51,521525.87,AT,1518,-0.233430415,21.67607117,13.59872341,0.040019378,10.7,853,1660
1561160,1,1998,FS,1041789.72,521558.77,AT,1697,-0.203386977,19.09390831,10.27118587,0.06355267,10.5,341,1336
1561162,1,1997,FS,1041974.13,521529.2,AT,1695,-0.683048308,22.65724945,10.77711678,0.067952193,9.5,772,2361
1561163,1,1996,FS,1042027.96,521510.37,AT,1646,-0.492242962,30.4196167,9.742800713,0.062662102,9.6,406,1610
1561168,1,1998,FS,1042537.19,521494.93,AT,1448,-0.856917679,13.43136501,12.94500065,0.03885274,11.7,347,1042
1565089,0,2002,NA,1018676.612,521341.027,MH,1065,-0.930435538,32.73129272,9.613796234,0.024896504,12.8,276,635
1565324,1,1995,FS,1042133.57,521374.57,AT,1608,-0.200720161,31.48236656,11.49162483,0.056630641,9.8,454,1619
1567219,1,1997,FS,1023646.62,521240.53,AT,1477,-0.99087739,26.70837784,11.00379372,0.015404125,10.9,855,1618
1567401,1,1998,FS,1041916.26,521202.7,AT,1758,-0.919923425,10.47091866,10.89874268,0.122195587,10.3,343,1396
1569185,0,2006,NA,1012276.612,521141.027,MH,1179,0.269812614,7.975879669,13.35313129,0.043380547,12.2,258,772
1569306,1,1996,FS,1024424.11,521100.73,AT,1689,-0.365922123,21.47717094,10.76210117,0.094841473,9.5,461,1466
1569481,1,1997,FS,1041875.76,521168.5,AT,1747,-0.290760964,11.09593868,9.810198784,0.118935287,9.3,764,2380
1571379,1,1998,FS,1023717.83,521063.32,AT,1552,-0.948196054,28.01538086,11.78725815,0.012734025,11.4,359,940
1571382,1,1996,FS,1023933.96,521091.02,AT,1609,-0.65308845,21.73973846,10.99130821,0.017762078,10,454,1340
1571563,1,1996,FS,1042048.17,521010.94,AT,1745,-0.463507473,5.397780895,12.26275921,0.127385736,9.2,407,1727
1573462,1,1996,FS,1023928.39,520980.75,AT,1627,-0.631117284,16.80532646,11.98936749,0.020358615,9.9,456,1368
1573646,1,1997,FS,1042400.44,520965.15,AT,1679,-0.95140028,24.82054138,9.962841034,0.057842962,9.6,776,2348
1573646,1,1997,FS,1042330.25,520918.29,AT,1723,-0.873630524,19.9026432,11.32493114,0.101401061,9.4,776,2397
1575379,0,2003,NA,1007676.612,520841.027,MH,1026,-0.963836789,51.69125366,8.974614143,0.041512195,12.9,401,475
1575546,1,2003,PUB,1024334.449,520801.377,AT,1760,-0.08519385,12.5190258,10.71522141,0.08512897,9.3,497,1128
1575727,1,1998,FS,1042488.64,520888.67,AT,1723,-0.981042564,23.36178017,10.91946602,0.081091329,10.4,347,1389
1575730,1,1997,FS,1042769.98,520864.03,AT,1672,-0.939135671,22.16184998,10.65764523,0.044852834,9.6,778,2349
1577457,0,1995,NA,1007476.612,520741.027,MH,1181,-0.997821569,32.77765274,9.250120163,0.057969268,12,388,947
1577632,1,1997,FS,1024987.722,520782.705,AT,1285,-0.479886293,38.1254921,11.6498642,0.061044011,12,844,1394
1579583,0,2004,NA,1012076.612,520641.027,MH,1117,0.980311394,17.75304413,11.33870792,0.067990527,13.3,611,629
1579654,0,1998,NA,1019176.612,520641.027,AT,1376,-0.867722452,13.29437733,12.44480801,0.045215841,12.2,246,587
1579701,1,1996,FS,1023850.49,520677.5,AT,1664,-0.10240344,23.80615807,11.10189438,0.022681342,9.7,459,1426
1579702,1,2009,PUB,1023974.373,520611.794,AT,1694,-0.179648533,17.16667366,10.69202328,0.034102265,10,488,1159
1579952,0,1996,NA,1048976.612,520641.027,MH,1210,0.813127756,11.14680099,10.83468342,0.015596555,11.4,424,989
1581777,1,1998,FS,1023526.52,520568.44,AT,1575,-0.102971114,15.25736332,10.15201855,0.005961006,11.2,361,977
1581885,0,2004,NA,1034276.612,520541.027,MH,1036,-0.03460541,31.29611015,11.18091488,0.014325271,13.7,499,405
1583855,1,2006,PUB,1023232.89,520474.947,AT,1469,-0.185015336,18.43892288,14.06186867,0.00552095,10.9,279,909
1583865,1,2003,PUB,1024259.694,520395.277,AT,1685,0.873507798,24.24841309,10.95940304,0.047357064,9.8,493,1053
1583865,1,2005,PUB,1024256.046,520479.703,AT,1744,0.891671419,19.37298393,10.90380001,0.056589007,9.2,640,1416
1584057,1,1995,FS,1043514.64,520399.89,AT,1443,-0.546689332,33.11048889,10.73642635,0.025614232,10.5,458,1418
1585946,1,2009,PUB,1024348.626,520318.926,AT,1638,0.385565549,15.8871994,12.07639027,0.033586856,10.4,487,1124
1588017,1,1996,FS,1023506.36,520273.51,AT,1589,-0.556040466,17.87048721,11.32876015,0.007498659,10.1,455,1329
1588020,1,1996,FS,1023748.65,520223.23,AT,1657,-0.246772245,21.616045,12.33326721,0.024917603,9.7,459,1420
1588025,1,2004,PUB,1024262.915,520198.705,AT,1650,0.295492887,12.82936192,12.71467876,0.032134067,10.8,738,1054
1588219,1,1995,FS,1043659.44,520285.69,AT,1404,-0.80524677,30.54150581,12.41523838,0.025377816,10.7,458,1365
1592179,1,1996,FS,1023673.92,520090.17,AT,1638,-0.179648533,17.16667366,12.19174576,0.019168524,9.8,459,1399
1592180,1,1998,FS,1023743.34,520006.93,AT,1679,-0.069126621,16.54200745,10.44983101,0.031478316,10.7,370,1102
1592184,1,1997,FS,1024173.01,520002.2,AT,1668,0.049344257,15.32803822,12.30429649,0.029989079,9.9,888,1897
1592184,1,1997,FS,1024143.01,520076.02,AT,1669,0.077054262,17.79533577,11.85174465,0.034253154,9.9,887,1896
1594259,1,1996,FS,1023628.36,519978.3,AT,1640,-0.04899044,18.80114555,10.85701752,0.022576602,9.8,462,1407
1594267,1,2005,PUB,1024480.477,519971.711,AT,1606,-0.096456684,14.63855362,11.36693859,0.009722203,10,639,1256
1594364,0,1997,NA,1034176.612,519941.027,MH,961,0.305899709,35.91294861,10.22613907,0.017296026,13.2,558,858
1596233,0,1997,NA,1013076.612,519841.027,AT,1500,-0.601854324,22.06028557,10.11358738,0.052029364,10.8,800,1739
1596345,1,2003,PUB,1024274.91,519799.282,AT,1658,-0.370904684,11.6340456,12.04233646,0.013425191,9.9,492,1030
1596346,1,1997,FS,1024383.07,519887.04,AT,1633,-0.165101781,12.8495245,12.61134052,0.006842719,10.1,892,1873
1596607,0,1998,NA,1050476.612,519841.027,MH,1116,-0.38800776,5.344927788,10.76985359,0.003665971,12.9,363,661
